time,program
0.6427509784698486,"stable(A):- fixed(A).
"
2.303081512451172,"stable(A):- fixed(A).
stable(A):- fixed(B),meetsI(B,A).
"
2.511598825454712,"stable(A):- fixed(A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- fixed(B),meetsI(B,A).
"
2.6470694541931152,"stable(A):- fixed(A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- fixed(B),onI(B,A).
"
6.072660684585571,"stable(A):- fixed(A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- fixed(B),onI(B,A).
"
6.272463321685791,"stable(A):- fixed(A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
stable(A):- fixed(B),onI(B,A).
"
6.651476144790649,"stable(A):- fixed(A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessOverlapsLess(B,A).
"
6.902593612670898,"stable(A):- fixed(A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessOverlapsLess(B,A).
stable(A):- object(B),lessOverlapsLessI(B,A).
"
7.460089445114136,"stable(A):- fixed(A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- object(B),lessStarts(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessOverlapsLess(B,A).
stable(A):- object(B),lessOverlapsLessI(B,A).
"
7.697694778442383,"stable(A):- fixed(A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- object(B),lessStarts(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessStartsI(B,A).
stable(A):- object(B),lessOverlapsLess(B,A).
stable(A):- object(B),lessOverlapsLessI(B,A).
"
7.870140552520752,"stable(A):- fixed(A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessStartsI(B,A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- object(B),centerDuring(B,A).
stable(A):- object(B),lessStarts(B,A).
stable(A):- fixed(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
"
8.371548891067505,"stable(A):- fixed(A).
stable(A):- object(B),centerDuringI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessStartsI(B,A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- object(B),centerDuring(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
"
8.695654153823853,"stable(A):- fixed(A).
stable(A):- object(B),lessFinishesI(B,A).
stable(A):- object(B),centerDuringI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessStartsI(B,A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- object(B),centerDuring(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
"
10.595044374465942,"stable(A):- fixed(A).
stable(A):- mobile(B),rightDuringI(B,A).
stable(A):- object(B),lessFinishesI(B,A).
stable(A):- object(B),centerDuringI(B,A).
stable(A):- fixed(B),onI(B,A).
stable(A):- object(B),lessStartsI(B,A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- object(B),centerDuring(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
"
14.749831914901733,"stable(A):- fixed(A).
stable(A):- mobile(B),rightDuringI(B,A).
stable(A):- object(B),centerDuringI(B,A).
stable(A):- object(B),mostOverlapsMost(B,A).
stable(A):- mobile(B),on(B,A).
stable(A):- object(B),mostOverlapsMostI(B,A).
"
110.03396987915039,"stable(A):- fixed(A).
stable(A):- fixed(B),onI(B,A).
stable(A):- mobile(A),mobile(B),supports(B,A).
"
111.05284404754639,"stable(A):- fixed(A).
stable(A):- mobile(A),object(B),supports(B,A).
"
