time,program
1.3938286304473877,"supports(A,B):- mobile(B),centerDuring(B,A).
"
1.3939223289489746,"supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
"
1.4039268493652344,"supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
"
1.416417121887207,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
"
1.429090976715088,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
"
1.4608144760131836,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
"
1.4733200073242188,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
"
1.4859845638275146,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
"
1.5081701278686523,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
"
2.5186610221862793,"supports(A,B):- fixed(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),leftDuring(B,A).
"
2.5637757778167725,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
"
13.254791498184204,"supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
"
13.342684984207153,"supports(A,B):- object(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
"
78.25634360313416,"supports(A,B):- object(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- fixed(C),centerDuringI(C,A),mostOverlapsMostI(A,B).
"
78.26640677452087,"supports(A,B):- object(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- fixed(C),centerDuringI(C,A),mostOverlapsMostI(A,B).
supports(A,B):- fixed(C),rightDuringI(C,A),mostOverlapsMostI(A,B).
"
78.2925796508789,"supports(A,B):- object(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- fixed(C),centerDuringI(C,A),mostOverlapsMostI(A,B).
supports(A,B):- fixed(C),onI(C,A),mostOverlapsMostI(A,B).
"
79.47192597389221,"supports(A,B):- object(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- fixed(C),centerDuringI(C,A),mostOverlapsMostI(A,B).
supports(A,B):- fixed(C),onI(C,A),mostOverlapsMostI(A,B).
supports(A,B):- fixed(C),rightDuringI(C,A),onI(A,B).
"
80.48008751869202,"supports(A,B):- object(A),rightDuringI(A,B).
supports(A,B):- mobile(B),lessStartsI(B,A).
supports(A,B):- mobile(B),lessFinishes(B,A).
supports(A,B):- mobile(B),mostFinishes(B,A).
supports(A,B):- mobile(B),centerDuring(B,A).
supports(A,B):- fixed(A),startsY(A,B).
supports(A,B):- object(A),leftDuringI(A,B).
supports(A,B):- mobile(B),rightDuringI(B,A).
supports(A,B):- mobile(B),lessOverlapsMost(B,A).
supports(A,B):- mobile(B),lessOverlapsLessI(B,A).
supports(A,B):- mobile(B),centerDuringI(B,A).
supports(A,B):- fixed(C),centerDuringI(C,A),mostOverlapsMostI(A,B).
supports(A,B):- fixed(C),lessOverlapsMost(C,A),mostOverlapsLessI(A,B).
supports(A,B):- fixed(C),onI(C,A),mostOverlapsMostI(A,B).
supports(A,B):- fixed(C),rightDuringI(C,A),onI(A,B).
"
